job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,median_salary,posted_date,company_size,tools_preferred
955,Armstrong Inc,Healthcare,AI Researcher,"Reinforcement Learning, Power BI, MLflow, PyTorch, R, Pandas",Mid,Contract,"Davisstad, HN",135926,10-08-2024,Startup,"Scikit-learn, FastAPI, LangChain"
956,Gilbert Inc,E-commerce,Data Analyst,"Hugging Face, Flask, SQL, Scikit-learn, C++",Mid,Full-time,"New Megantown, BT",107610,01-12-2024,Mid,"BigQuery, TensorFlow"
957,Miller Ltd,Retail,Data Scientist,"FastAPI, Scikit-learn, SQL",Mid,Internship,"North Dianaton, RU",58260,10-09-2025,Large,"TensorFlow, Scikit-learn, LangChain"
958,Moore-Garner,Automotive,Data Scientist,"Pandas, FastAPI, Hugging Face",Senior,Internship,"Hollyborough, MX",129760,02-01-2024,Startup,"TensorFlow, FastAPI"
959,Jenkins-Good,Tech,Data Analyst,"AWS, TensorFlow, Excel, SQL, GCP",Entry,Remote,"Contreraston, LC",170633,24-01-2024,Mid,"KDB+, MLflow"
960,Vance Ltd,Finance,Quant Researcher,"Excel, TensorFlow, Flask, Scikit-learn",Entry,Full-time,"Wardbury, RW",139087,28-12-2024,Startup,KDB+
961,"Sellers, Williams and Ortiz",Automotive,Computer Vision Engineer,"Flask, Azure, SQL",Entry,Contract,"Matthewshire, SB",167187,08-11-2023,Startup,PyTorch
962,"Rodgers, Martinez and Zhang",E-commerce,Data Analyst,"Flask, Excel, AWS, PyTorch, LangChain",Mid,Internship,"North Shane, LR",96855,25-11-2023,Startup,"BigQuery, FastAPI"
963,Simon LLC,Retail,Data Scientist,"Flask, Reinforcement Learning, Pandas, Hugging Face, Keras",Senior,Full-time,"West Michaelborough, BE",172742,23-04-2024,Startup,"BigQuery, Scikit-learn, MLflow"
964,Flynn-Franco,Tech,AI Product Manager,"NumPy, Pandas, SQL, R, Excel",Senior,Full-time,"North Grant, MR",150713,17-02-2024,Large,KDB+
965,Floyd-Smith,E-commerce,Computer Vision Engineer,"GCP, Reinforcement Learning, CUDA, NumPy, SQL",Entry,Contract,"East Willie, BO",65040,20-07-2024,Mid,"FastAPI, MLflow"
966,"Bailey, Mccullough and Moon",Tech,Quant Researcher,"TensorFlow, Power BI, Azure, Flask, Reinforcement Learning, R",Senior,Contract,"Davidhaven, CL",185276,28-01-2024,Large,"PyTorch, BigQuery, TensorFlow"
967,"Kerr, Austin and Smith",E-commerce,Quant Researcher,"GCP, Power BI, FastAPI, Reinforcement Learning, TensorFlow, AWS",Senior,Remote,"Port Charles, GM",159073,29-09-2024,Large,"LangChain, MLflow, PyTorch"
968,"Potter, Chapman and Christensen",Retail,Computer Vision Engineer,"R, Python, Hugging Face, Excel, Azure",Entry,Full-time,"Colemanfort, SM",107419,21-04-2024,Large,"Scikit-learn, KDB+, TensorFlow"
969,Francis-Jones,Retail,NLP Engineer,"LangChain, Python, R, C++, NumPy",Senior,Contract,"North Jacqueline, SV",180219,08-03-2025,Startup,KDB+
970,"Stephens, Garcia and Yoder",Automotive,Computer Vision Engineer,"MLflow, Excel, CUDA, LangChain, AWS, Azure",Entry,Internship,"South Caitlynchester, NL",125080,13-04-2025,Large,Scikit-learn
971,Robbins-Burke,Finance,Computer Vision Engineer,"AWS, Hugging Face, MLflow, Excel, C++",Entry,Internship,"Sherrichester, BN",123097,16-06-2024,Large,"BigQuery, PyTorch, Scikit-learn"
972,"Hall, Savage and Walker",Education,Data Scientist,"PyTorch, TensorFlow, AWS, C++, GCP",Entry,Internship,"Bowersberg, SK",157053,21-09-2023,Startup,"KDB+, MLflow, FastAPI"
973,Smith-Cross,Healthcare,AI Product Manager,"Flask, Keras, Pandas, CUDA, PyTorch, Reinforcement Learning",Mid,Remote,"Anthonybury, ET",75922,19-09-2025,Mid,FastAPI
974,Martinez-Stephens,Education,AI Product Manager,"Azure, Reinforcement Learning, Excel, SQL",Mid,Remote,"South Michellebury, GR",174385,02-01-2024,Mid,"LangChain, BigQuery"
975,"Barton, Wilson and Russell",Education,Data Scientist,"Power BI, GCP, Reinforcement Learning",Entry,Contract,"Kristiemouth, DK",169422,19-01-2024,Large,FastAPI
976,"Brown, Bernard and Flores",Retail,Data Scientist,"Excel, R, Reinforcement Learning, Python, Power BI, FastAPI",Entry,Contract,"West Andrew, MD",138297,06-05-2024,Mid,TensorFlow
977,Mendoza-Flores,E-commerce,AI Product Manager,"FastAPI, Python, TensorFlow, AWS",Senior,Contract,"West Andrew, ID",160216,09-08-2024,Large,"TensorFlow, MLflow, BigQuery"
978,Bowman PLC,E-commerce,AI Product Manager,"LangChain, Excel, TensorFlow",Senior,Remote,"Nicholshaven, HR",119825,06-09-2024,Startup,"LangChain, TensorFlow"
979,"Turner, Hernandez and White",Retail,ML Engineer,"GCP, TensorFlow, Flask, Azure",Mid,Internship,"North Alicia, IQ",125912,20-04-2024,Mid,"BigQuery, KDB+, TensorFlow"
980,Davis Inc,Healthcare,NLP Engineer,"Keras, Power BI, Excel, Python",Senior,Remote,"Port Tina, PE",97355,27-10-2024,Mid,MLflow
981,Zhang-Watson,E-commerce,Computer Vision Engineer,"Excel, Flask, AWS, R",Senior,Internship,"New Veronica, AL",107061,10-07-2024,Mid,"PyTorch, KDB+"
982,"Harrison, Wallace and Chen",Retail,Quant Researcher,"Hugging Face, GCP, Keras",Entry,Remote,"Port Catherinetown, VE",103874,26-12-2023,Startup,"TensorFlow, Scikit-learn"
983,"Cruz, Cruz and Flores",E-commerce,NLP Engineer,"Reinforcement Learning, TensorFlow, CUDA",Entry,Remote,"New Alyssa, CI",59248,29-10-2023,Startup,"KDB+, BigQuery, PyTorch"
984,Garcia-Smith,Automotive,Data Scientist,"FastAPI, CUDA, Pandas, Python, NumPy, Reinforcement Learning",Entry,Contract,"North Kevin, YE",85731,17-11-2023,Startup,"PyTorch, LangChain, Scikit-learn"
985,Castaneda Group,Tech,ML Engineer,"Reinforcement Learning, Azure, Flask",Mid,Remote,"Nobleside, CY",138573,30-10-2023,Mid,"BigQuery, FastAPI"
986,"Sawyer, Frye and Jenkins",Finance,NLP Engineer,"GCP, PyTorch, FastAPI, LangChain, Pandas",Mid,Contract,"West Hayleyton, DJ",165391,10-01-2025,Large,FastAPI
987,Bradshaw and Sons,Education,AI Researcher,"PyTorch, MLflow, LangChain, Python, Azure, Pandas",Mid,Contract,"Kathrynfort, TO",107166,05-05-2025,Large,BigQuery
988,"Cross, Johnson and Chan",Retail,Computer Vision Engineer,"Scikit-learn, TensorFlow, Azure, C++, Flask",Senior,Contract,"Danielview, BT",115231,31-08-2025,Mid,FastAPI
989,Jones LLC,Healthcare,NLP Engineer,"TensorFlow, NumPy, Azure, LangChain, AWS",Senior,Internship,"Taraborough, KG",122145,07-09-2024,Mid,MLflow
990,Adams-Chapman,Tech,AI Product Manager,"SQL, CUDA, Scikit-learn, Keras, Power BI, R",Senior,Contract,"Littleshire, CF",145110,09-03-2025,Mid,"TensorFlow, LangChain"
991,Duran-Williams,Retail,Data Analyst,"GCP, MLflow, FastAPI, TensorFlow, AWS, Reinforcement Learning",Entry,Contract,"East Patrickfurt, BT",152170,10-03-2024,Mid,BigQuery
992,Arnold Inc,Healthcare,Quant Researcher,"FastAPI, GCP, Keras, Pandas",Senior,Remote,"Jonesfurt, NL",75137,13-09-2025,Startup,"LangChain, KDB+, BigQuery"
993,Kirk Group,Retail,Data Scientist,"Azure, Excel, Keras, SQL, Reinforcement Learning, Power BI",Senior,Contract,"Chasestad, LU",131548,10-10-2023,Startup,"TensorFlow, BigQuery, Scikit-learn"
994,Flynn-Kennedy,E-commerce,AI Researcher,"Python, Keras, AWS, CUDA, NumPy, R",Entry,Full-time,"Villaport, CO",101292,01-10-2023,Large,"PyTorch, FastAPI, KDB+"
995,Singleton-Roy,Automotive,Quant Researcher,"C++, Pandas, MLflow, Scikit-learn, AWS, LangChain",Mid,Internship,"Port Rodney, LR",138577,04-08-2024,Large,"Scikit-learn, LangChain"
996,"Combs, Brown and Williams",Retail,Data Analyst,"TensorFlow, Hugging Face, Scikit-learn",Mid,Remote,"Jessicatown, PH",128035,21-03-2025,Mid,"KDB+, MLflow, FastAPI"
997,Meyer-Reyes,Education,ML Engineer,"AWS, NumPy, Excel, CUDA",Mid,Internship,"Port Christine, BH",127839,30-05-2024,Startup,"MLflow, KDB+, Scikit-learn"
998,Anderson LLC,Tech,ML Engineer,"Scikit-learn, NumPy, FastAPI",Senior,Full-time,"Elizabethton, PW",147008,09-03-2024,Mid,"KDB+, LangChain"
999,Duncan-Reyes,Finance,Data Analyst,"Reinforcement Learning, SQL, Pandas, NumPy, TensorFlow, Power BI",Mid,Remote,"New Ryan, BW",183947,18-03-2025,Startup,"KDB+, FastAPI"
1000,"Davis, Murphy and Cox",Retail,Data Scientist,"MLflow, NumPy, Reinforcement Learning, FastAPI, Pandas",Senior,Full-time,"Pittmanville, CR",109075,20-08-2025,Mid,"KDB+, Scikit-learn, LangChain"
1001,"Peterson, Brown and Mcdonald",Automotive,ML Engineer,"Flask, GCP, Hugging Face, FastAPI, Excel, CUDA",Senior,Contract,"Port Bernard, BY",133282,16-02-2025,Mid,"TensorFlow, KDB+, FastAPI"
1002,Turner and Sons,Tech,Data Analyst,"PyTorch, Pandas, Excel",Mid,Internship,"Robertsmouth, MN",156339,12-06-2025,Mid,LangChain
1003,"Spears, Moore and Mccormick",E-commerce,ML Engineer,"Keras, Pandas, Power BI, Scikit-learn, FastAPI, Azure",Senior,Full-time,"South Lisa, IS",151039,12-06-2025,Startup,"KDB+, BigQuery"
1004,Shaw LLC,Automotive,Data Scientist,"Hugging Face, LangChain, Flask, PyTorch, TensorFlow",Mid,Internship,"New Johnnybury, LI",147705,07-12-2024,Startup,BigQuery
1005,Gill-Schmidt,Healthcare,Data Analyst,"Reinforcement Learning, GCP, Azure, LangChain, MLflow",Mid,Contract,"New Williambury, FR",70579,14-02-2024,Large,"TensorFlow, BigQuery, MLflow"
1006,"Fuentes, Russo and Watson",Education,Data Analyst,"Pandas, PyTorch, AWS",Senior,Full-time,"East Amanda, GA",65167,06-06-2025,Startup,FastAPI
1007,Weaver-Mills,Automotive,Quant Researcher,"Power BI, Pandas, Hugging Face, PyTorch",Entry,Internship,"South Benjamin, PY",75688,23-03-2024,Large,BigQuery
1008,Lee-Levy,Retail,Quant Researcher,"AWS, CUDA, GCP, Flask, FastAPI, NumPy",Mid,Contract,"West Lindsayfurt, LK",173020,27-04-2024,Startup,"FastAPI, Scikit-learn"
1009,Anderson PLC,Retail,ML Engineer,"PyTorch, Reinforcement Learning, Keras, C++, CUDA, SQL",Entry,Contract,"Younghaven, KM",156944,17-03-2025,Startup,Scikit-learn
1010,Murphy-Sosa,Education,Quant Researcher,"TensorFlow, Excel, Scikit-learn, Azure, R, Pandas",Mid,Full-time,"North Patrick, SZ",154935,16-03-2025,Mid,TensorFlow
1011,Lawrence Group,Education,ML Engineer,"FastAPI, Azure, AWS, Python",Mid,Remote,"Lake Aliciachester, TM",138093,05-07-2024,Startup,FastAPI
1012,Gonzales-Gardner,Automotive,NLP Engineer,"NumPy, GCP, R, Reinforcement Learning, LangChain, AWS",Senior,Full-time,"Frazierberg, DO",121987,07-09-2024,Large,"PyTorch, LangChain, BigQuery"
1013,"Padilla, Mann and Pierce",Finance,ML Engineer,"MLflow, Pandas, PyTorch, C++, LangChain",Senior,Remote,"West Brandon, RW",62766,22-08-2025,Mid,"LangChain, PyTorch"
1014,"Vazquez, Mcknight and Vega",Retail,AI Researcher,"Keras, FastAPI, PyTorch, LangChain, Scikit-learn, Hugging Face",Entry,Internship,"Ramseyview, TV",143687,06-08-2025,Large,"PyTorch, Scikit-learn"
1015,"Walker, Soto and Miles",Finance,Data Analyst,"SQL, MLflow, Pandas, CUDA, Scikit-learn",Mid,Remote,"Oconnorville, IT",102836,10-06-2025,Startup,TensorFlow
1016,Kelly-Walls,Tech,Computer Vision Engineer,"Reinforcement Learning, R, C++",Senior,Remote,"East Ana, KN",110545,05-01-2024,Startup,"LangChain, MLflow, KDB+"
1017,Roberts-Watson,Healthcare,Data Analyst,"Power BI, SQL, Python, TensorFlow",Entry,Full-time,"Perryside, CZ",110115,25-05-2025,Mid,LangChain
1018,"George, Hines and Galvan",Tech,NLP Engineer,"Keras, MLflow, FastAPI, Python, Scikit-learn, Reinforcement Learning",Entry,Remote,"East Rachelland, MH",96796,08-04-2024,Large,Scikit-learn
1019,"Lam, Garcia and Lopez",Automotive,Computer Vision Engineer,"R, Keras, Pandas, Reinforcement Learning",Mid,Full-time,"Baldwinland, TV",184949,13-04-2025,Large,"TensorFlow, Scikit-learn"
1020,"Vasquez, Grimes and Mooney",Healthcare,ML Engineer,"LangChain, SQL, Reinforcement Learning, PyTorch",Entry,Remote,"Brewerland, AT",93133,02-10-2024,Startup,"Scikit-learn, BigQuery"
1021,Mcneil-Nelson,Tech,Data Analyst,"CUDA, SQL, Flask",Senior,Contract,"Duartebury, VA",101687,21-12-2024,Startup,"MLflow, KDB+, TensorFlow"
1022,Wiggins-Rivera,Healthcare,NLP Engineer,"LangChain, AWS, R",Senior,Internship,"Andreashire, TO",134121,14-01-2024,Large,MLflow
1023,Morris-Swanson,Education,NLP Engineer,"LangChain, AWS, Keras, Hugging Face, Pandas",Entry,Internship,"Howellburgh, NO",167631,08-11-2024,Startup,"BigQuery, LangChain"
1024,Wong and Sons,Education,AI Product Manager,"C++, Reinforcement Learning, MLflow, Pandas, SQL",Entry,Internship,"North Kristie, CL",105337,01-04-2025,Large,"Scikit-learn, PyTorch, MLflow"
1025,"Davidson, Green and Johnson",E-commerce,Data Analyst,"AWS, SQL, CUDA, Hugging Face, Power BI",Entry,Internship,"West Tylerberg, JO",166850,01-05-2025,Large,"Scikit-learn, PyTorch"
1026,Greer-Garner,E-commerce,Data Analyst,"Power BI, Pandas, GCP, Hugging Face, R",Entry,Contract,"South Chadton, IQ",80572,11-09-2025,Mid,"TensorFlow, PyTorch"
1027,"Nash, Solomon and Cameron",Education,NLP Engineer,"Azure, Power BI, GCP, LangChain",Entry,Internship,"Davidfurt, IT",143409,27-03-2024,Mid,"BigQuery, LangChain"
1028,Jimenez Group,E-commerce,Data Scientist,"MLflow, CUDA, Reinforcement Learning",Mid,Full-time,"Williamview, CU",172179,03-03-2024,Mid,TensorFlow
1029,Garcia-Adams,Education,ML Engineer,"Python, GCP, Scikit-learn, Pandas, PyTorch",Senior,Internship,"Port Victoriaburgh, TN",118073,15-12-2023,Mid,TensorFlow
1030,Munoz and Sons,Retail,Quant Researcher,"Reinforcement Learning, FastAPI, Power BI",Entry,Full-time,"Smithmouth, UG",128800,05-09-2024,Startup,"Scikit-learn, KDB+"
1031,Griffin Ltd,E-commerce,Data Analyst,"Reinforcement Learning, Scikit-learn, Hugging Face, MLflow",Entry,Contract,"Harrisonhaven, PT",80229,03-04-2024,Large,FastAPI
1032,Briggs-Miller,E-commerce,Computer Vision Engineer,"R, Flask, Keras, Python, CUDA, FastAPI",Entry,Full-time,"Janicemouth, UZ",184972,06-02-2024,Startup,"Scikit-learn, FastAPI, PyTorch"
1033,Dominguez Group,Finance,Quant Researcher,"Keras, FastAPI, Reinforcement Learning, Power BI",Mid,Contract,"New Melissashire, RW",105608,06-11-2024,Large,MLflow
1034,"Cohen, Schneider and Scott",Healthcare,ML Engineer,"CUDA, FastAPI, Reinforcement Learning",Mid,Remote,"Port Nathan, TM",166224,24-05-2025,Large,"MLflow, BigQuery"
1035,Peterson Ltd,E-commerce,Quant Researcher,"Reinforcement Learning, Python, Pandas, Excel, LangChain, Azure",Mid,Contract,"Staffordstad, AZ",194075,30-04-2025,Large,"PyTorch, LangChain, TensorFlow"
1036,Ramsey-Hamilton,Education,AI Product Manager,"FastAPI, CUDA, GCP, Keras, MLflow, C++",Senior,Internship,"West Kyliechester, AD",102972,22-03-2024,Startup,Scikit-learn
1037,Davidson-Clark,Finance,Computer Vision Engineer,"Flask, Pandas, LangChain",Mid,Internship,"Lake Erika, VC",83979,14-08-2025,Mid,LangChain
1038,"Ramirez, Sanchez and Lucas",Retail,NLP Engineer,"R, Azure, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Johnsonfurt, GQ",168046,11-08-2025,Startup,"KDB+, LangChain"
1039,"Atkinson, Branch and Horton",Tech,Data Analyst,"R, NumPy, SQL, GCP, Python, FastAPI",Senior,Full-time,"New Darren, ET",111273,07-09-2024,Large,KDB+
1040,Hawkins Ltd,E-commerce,Data Scientist,"AWS, Scikit-learn, TensorFlow, CUDA",Senior,Contract,"North Madison, UZ",131967,11-12-2023,Mid,TensorFlow
1041,Moore Ltd,Tech,AI Researcher,"Excel, Reinforcement Learning, NumPy, AWS, MLflow",Mid,Internship,"Abigailmouth, NE",124638,30-01-2025,Mid,"Scikit-learn, FastAPI"
1042,Hughes-Henry,Retail,Data Analyst,"TensorFlow, SQL, Scikit-learn",Mid,Full-time,"West James, ER",78405,03-07-2024,Startup,"MLflow, LangChain, PyTorch"
1043,Johnson-Thomas,Healthcare,Data Analyst,"Reinforcement Learning, TensorFlow, PyTorch, Excel, FastAPI",Entry,Internship,"Lake Curtis, BS",146788,18-03-2024,Large,"FastAPI, PyTorch, KDB+"
1044,"Hunt, White and Schmidt",Tech,AI Researcher,"AWS, Python, MLflow, Scikit-learn, Keras, Power BI",Entry,Contract,"Josephstad, DZ",120750,01-08-2025,Startup,TensorFlow
1045,Harris-Zavala,E-commerce,AI Product Manager,"GCP, SQL, LangChain, R",Mid,Remote,"West Michael, NI",173988,19-10-2024,Startup,"FastAPI, BigQuery"
1046,Price PLC,Finance,AI Researcher,"SQL, Excel, AWS, MLflow, TensorFlow, FastAPI",Mid,Remote,"Madisonside, BH",145955,29-01-2024,Startup,BigQuery
1047,Craig-Lloyd,Tech,Data Analyst,"MLflow, Reinforcement Learning, Azure, C++, Pandas, NumPy",Mid,Contract,"Priceborough, LU",92775,03-02-2025,Startup,"BigQuery, MLflow, KDB+"
1048,Bell-Perez,Tech,NLP Engineer,"Excel, C++, GCP, SQL, PyTorch",Mid,Internship,"Rossbury, SC",133077,01-08-2024,Mid,"BigQuery, PyTorch"
1049,Cole-Clark,Automotive,Data Scientist,"CUDA, TensorFlow, Python, Azure, Scikit-learn",Entry,Internship,"South Meganmouth, LI",135502,05-11-2024,Startup,FastAPI
1050,Knight-Lozano,Finance,NLP Engineer,"LangChain, GCP, R, SQL",Senior,Remote,"New Heatherbury, BG",172356,21-10-2023,Mid,"TensorFlow, Scikit-learn, KDB+"
1051,Burton LLC,Automotive,Data Scientist,"Scikit-learn, Power BI, R, Reinforcement Learning, Excel, Azure",Senior,Full-time,"South Jamesville, JM",89388,04-06-2024,Mid,KDB+
1052,"Castillo, Bonilla and Mclaughlin",Automotive,Computer Vision Engineer,"NumPy, Excel, LangChain, Keras",Mid,Internship,"West Jasonmouth, IR",143741,14-03-2024,Large,"LangChain, FastAPI"
1053,Byrd-Christian,Finance,NLP Engineer,"SQL, Reinforcement Learning, Python",Mid,Internship,"West Theresashire, NI",178767,07-11-2024,Large,"FastAPI, TensorFlow"
1054,Price-Sandoval,E-commerce,Data Scientist,"Flask, NumPy, C++",Senior,Remote,"Lake Markport, PK",65873,09-08-2025,Large,"FastAPI, TensorFlow"
1055,Black-Simmons,Automotive,Data Scientist,"Pandas, SQL, CUDA, Power BI, AWS",Senior,Full-time,"Allenburgh, BW",181452,03-07-2024,Startup,"PyTorch, BigQuery, TensorFlow"
1056,"Berger, Jackson and Hansen",Automotive,Data Analyst,"CUDA, SQL, Power BI, GCP, FastAPI, PyTorch",Mid,Contract,"Hopkinstown, KP",123661,09-07-2025,Mid,"BigQuery, KDB+"
1057,Kent-Preston,E-commerce,Data Analyst,"Excel, GCP, Scikit-learn, PyTorch",Senior,Full-time,"North Nicolechester, CO",59203,11-06-2024,Mid,KDB+
1058,"Hartman, Rowe and Hernandez",Automotive,Data Analyst,"C++, NumPy, Excel, Keras, TensorFlow",Entry,Internship,"East Joseph, GR",117510,30-04-2024,Large,"FastAPI, Scikit-learn"
1059,Morrison-Turner,Retail,Computer Vision Engineer,"C++, SQL, Flask, PyTorch, MLflow, FastAPI",Entry,Contract,"Mayerview, NI",153592,25-08-2025,Mid,"KDB+, TensorFlow"
1060,Smith Inc,Tech,AI Product Manager,"Power BI, SQL, Reinforcement Learning, TensorFlow",Mid,Internship,"New Adam, BN",122711,04-03-2025,Startup,"LangChain, MLflow, FastAPI"
1061,Gardner-Chavez,Tech,Data Scientist,"TensorFlow, Pandas, Flask, Reinforcement Learning, Azure",Mid,Full-time,"Lopezfort, KH",136902,17-12-2023,Mid,"MLflow, TensorFlow"
1062,Morris-Blake,Healthcare,Data Scientist,"Python, NumPy, LangChain, Excel",Senior,Contract,"Lake Anthony, CL",58968,05-01-2024,Mid,"LangChain, PyTorch"
1063,Hunter-Ward,Finance,ML Engineer,"SQL, Python, CUDA, FastAPI, TensorFlow",Senior,Remote,"Millerborough, WS",152402,01-12-2023,Large,"MLflow, Scikit-learn, FastAPI"
1064,Hicks and Sons,Finance,Data Scientist,"Reinforcement Learning, Excel, Azure, SQL, FastAPI, Pandas",Entry,Remote,"Port Franciscoside, GT",138102,12-06-2025,Large,"PyTorch, BigQuery, FastAPI"
1065,Torres-Clark,Education,NLP Engineer,"Excel, Hugging Face, CUDA, Flask, TensorFlow, C++",Entry,Contract,"West Jason, RO",111910,26-10-2023,Mid,"PyTorch, KDB+, BigQuery"
1066,Brown Ltd,Automotive,Data Analyst,"C++, GCP, Reinforcement Learning",Senior,Contract,"West Keithview, LU",136380,13-03-2025,Mid,LangChain
1067,Kerr Ltd,Education,Quant Researcher,"PyTorch, CUDA, AWS, Reinforcement Learning",Entry,Full-time,"Juanburgh, TD",90661,14-01-2024,Mid,"MLflow, PyTorch, TensorFlow"
1068,"Hobbs, Moreno and Williams",Finance,ML Engineer,"Scikit-learn, Pandas, Keras, Power BI, TensorFlow, LangChain",Mid,Full-time,"Andrewmouth, GN",176093,31-08-2025,Startup,"LangChain, PyTorch, KDB+"
1069,"Brown, Giles and Thompson",E-commerce,ML Engineer,"R, LangChain, MLflow, Power BI, Azure, CUDA",Entry,Internship,"North Mistyland, DJ",91834,17-02-2025,Startup,BigQuery
1070,Jordan Inc,Healthcare,ML Engineer,"AWS, Excel, C++, Keras",Mid,Full-time,"Joelland, MC",152448,28-02-2025,Mid,Scikit-learn
1071,Rodriguez Inc,Tech,AI Product Manager,"AWS, SQL, Scikit-learn, Flask, FastAPI",Mid,Internship,"Lake Debbie, SZ",78290,13-04-2025,Mid,"MLflow, LangChain"
1072,Evans-Alvarado,Retail,NLP Engineer,"FastAPI, AWS, Pandas, Excel, Reinforcement Learning, Azure",Senior,Remote,"Davidmouth, BJ",103274,23-06-2025,Large,"FastAPI, TensorFlow, BigQuery"
1073,"Phillips, Sanchez and Christensen",E-commerce,AI Product Manager,"CUDA, Pandas, Python, PyTorch, Azure, Keras",Entry,Internship,"East Davidchester, NE",132767,08-02-2025,Large,LangChain
1074,"Sexton, Davis and Allen",Healthcare,NLP Engineer,"R, Flask, Keras, GCP, Hugging Face",Mid,Full-time,"Lake David, FI",62334,13-06-2025,Startup,Scikit-learn
1075,"Gill, Russo and Hill",Automotive,Quant Researcher,"LangChain, Keras, Excel",Entry,Internship,"Gomezchester, UG",77275,19-12-2023,Startup,PyTorch
1076,"Walsh, Davis and Tanner",Automotive,Data Analyst,"Power BI, Scikit-learn, Keras, TensorFlow, MLflow, SQL",Senior,Full-time,"North Brettfurt, MH",111778,25-04-2025,Large,"TensorFlow, BigQuery, FastAPI"
1077,Green Group,E-commerce,AI Researcher,"SQL, Excel, Flask, NumPy, FastAPI",Entry,Contract,"Port Yvetteland, LK",114609,12-12-2023,Mid,"TensorFlow, PyTorch"
1078,"Wilson, Wilson and Austin",Finance,Data Analyst,"GCP, SQL, Keras, AWS, Python",Mid,Remote,"Mistyfurt, KP",106980,18-06-2024,Large,"TensorFlow, FastAPI"
1079,Williams-Thomas,Retail,NLP Engineer,"Flask, AWS, Reinforcement Learning, LangChain, FastAPI",Mid,Internship,"North Patricia, YE",104488,28-05-2025,Large,PyTorch
1080,"Thompson, Gibson and Simmons",Retail,NLP Engineer,"Python, AWS, MLflow, C++, R",Mid,Remote,"Gutierreztown, TJ",149956,01-09-2025,Mid,FastAPI
1081,"Bush, Dennis and Burke",Automotive,AI Product Manager,"Python, MLflow, LangChain, GCP, PyTorch, Keras",Entry,Full-time,"Benitezfurt, ST",127538,14-07-2024,Startup,"PyTorch, Scikit-learn, BigQuery"
1082,Anderson and Sons,Retail,Data Analyst,"AWS, Excel, Keras, Power BI, CUDA, Flask",Senior,Remote,"Griffintown, KP",134660,25-03-2025,Startup,"BigQuery, MLflow"
1083,"Russell, Wood and Robertson",E-commerce,Quant Researcher,"Python, Excel, FastAPI, GCP, C++, PyTorch",Senior,Remote,"Gonzalezstad, VN",133738,01-09-2025,Mid,"MLflow, LangChain, BigQuery"
1084,Johnson LLC,Tech,Data Scientist,"GCP, Azure, CUDA, AWS, PyTorch",Senior,Contract,"South Christopher, FJ",186577,15-02-2024,Startup,"TensorFlow, MLflow, Scikit-learn"
1085,Kaufman LLC,Tech,ML Engineer,"AWS, Excel, SQL, Scikit-learn",Senior,Full-time,"Port Ianfurt, LR",114476,24-12-2023,Startup,"Scikit-learn, KDB+, PyTorch"
1086,Murphy LLC,Healthcare,Data Analyst,"Keras, TensorFlow, MLflow, NumPy, Pandas, Scikit-learn",Senior,Contract,"Whitefort, NI",173966,06-04-2024,Large,"LangChain, FastAPI, PyTorch"
1087,Matthews-Collins,E-commerce,NLP Engineer,"Flask, Pandas, GCP",Senior,Full-time,"Jonesville, TO",129363,24-01-2025,Mid,"LangChain, PyTorch"
1088,Rivas PLC,Retail,AI Product Manager,"CUDA, SQL, Azure, MLflow, Python, GCP",Mid,Contract,"South Timothystad, CH",77839,26-09-2023,Startup,KDB+
1089,Alvarez PLC,Automotive,Computer Vision Engineer,"Azure, Flask, PyTorch, C++, GCP, Pandas",Entry,Remote,"North Connorfurt, PA",76485,13-01-2024,Mid,"KDB+, TensorFlow"
1090,Best Inc,E-commerce,Data Analyst,"FastAPI, Excel, AWS, TensorFlow",Entry,Internship,"Lake Melanie, VU",187086,19-07-2024,Mid,PyTorch
1091,"Ochoa, Davidson and Thomas",Education,Quant Researcher,"Azure, Keras, C++, LangChain",Senior,Remote,"Coryton, WS",110572,11-03-2025,Large,"TensorFlow, BigQuery"
1092,"Reilly, Barajas and Hughes",Finance,AI Product Manager,"CUDA, Excel, FastAPI, MLflow, Azure, Power BI",Senior,Full-time,"South Kathleen, MV",151514,23-02-2024,Startup,"FastAPI, BigQuery"
1093,"Dixon, Wright and Smith",Education,Data Analyst,"MLflow, SQL, Pandas",Entry,Internship,"Markfort, NO",100524,10-09-2025,Large,"BigQuery, KDB+"
1094,"Sawyer, Hall and Lowe",Automotive,Data Analyst,"CUDA, NumPy, Keras",Mid,Internship,"Nancyberg, AF",87407,28-12-2023,Large,"TensorFlow, MLflow, PyTorch"
1095,"Donaldson, Espinoza and Mills",Tech,AI Product Manager,"C++, Reinforcement Learning, Flask, AWS, Scikit-learn, NumPy",Senior,Full-time,"Matthewsberg, DO",100666,11-12-2024,Mid,FastAPI
1096,Davis-Moore,Retail,Computer Vision Engineer,"PyTorch, Python, FastAPI, Azure, LangChain",Senior,Full-time,"North Jessica, VC",149046,19-09-2025,Mid,"FastAPI, KDB+, TensorFlow"
1097,Clark PLC,Retail,NLP Engineer,"GCP, Scikit-learn, CUDA, R, AWS, Pandas",Mid,Internship,"New Austin, BZ",148214,20-03-2025,Startup,TensorFlow
